IdCustomer,Text,Target
2316,Pas trop génial !,Neutre
2191,"la forme de la poire n'est pas tres visible , c 'est plutot un pouf ordinaire",Negative
423,Contient des amendes amères,Neutre
1699,Tres bonne qualite,Positive
4007,"le produit est déjà utilisé, le package est ouvert et il y une preuve de son usage",Negative
2197,Je suis satisfaite,Positive
4416,Parfait,Positive
1131,Bon produit *****,Positive
2041,Belle couleur,Positive
3250,C est un bon produit mais pour l installation le Scotch fournit ne suffit pas à coller les 4 côtés de la moustiquaire...filet moustiquaire assez epais moche...on peut mieux faire côté qualité...,Neutre
2878,Simple et efficace,Neutre
996,bonne qualité,Positive
1632,C un peu chère,Negative
3219,Bon pour le bricolage,Neutre
4446,c bon coté qualité /prix,Neutre
3126,"Le moin: Qualité mediocre. 
Le plus: grande taille.",Negative
4225,Je n'ai pas eu de problèmes avec ses produits et je me sent à l'aise.,Positive
3070,"pour le prix je m'attendais à un truc un peu mieux, mais bon il fait l'affaire",Neutre
4324,Je ne recommande pas Cir yazla3 el7am t9oulchi colle Ford ma tchriwech,Negative
464,Pas mal mais pas vrai aussi,Neutre
3342,Je l'ai aimé mais la façon de couper n'était pas parfaite,Positive
1367,Qualité médiocre,Negative
3198,facile à appliquer et ça dure ????????,Positive
665,j'addort se produit,Positive
1532,Efficace et prix très competitif,Positive
4141,De mauvaise qualité,Negative
4179,Article déchiré et en mauvaise état j’ai honte de la réclamer mais j’ai décidé de ne pas acheter de chez une autre fois.,Negative
545,sa son bon efficace,Positive
3049,Bonne qualité,Positive
3101,les boites sont très petites mais de très bonne qualité je suis satisfaite,Positive
3284,Oui c pratique,Neutre
558,J'aime beaucoup,Positive
625,Magnifique,Positive
334,Elle n'est pas efficace,Negative
369,j'adore,Positive
255,très bien,Positive
1403,Le livreur,Positive
3212,trés bon!!,Positive
2339,Beaucoup de défauts flagrants. C'est une vraie arnaque! J'ai demandé un retour et je trouve bcp de problème.  Désolée pour votre défaillance,Negative
1309,Un bon produit,Positive
3576,Ca lisse pas bien,Negative
674,Économique,Positive
2707,Les pop-corn sortent tou brûlés,Negative
4350,Il démaquillante bien mais n'eritte pas la peau et ne laisse pas un film gras malgré une sensation d'une peau hydratée du coup je l'utilise matin et soir,Positive
3354,"Très jolie pour les murs je trouve que c,est  affaire intéressant merci jumia",Positive
3203,une bonne qualité,Positive
2795,Très belles les étagères ! Elles forment un joli ensemble et elles font au mieux leur affaire !,Positive
634,J'ai adoré,Positive
366,"Produit médiocre, j'ai eu envie de vomir après l'avoir déguster il a ni goût ni odeur, c'est super dangereux de vendre un produit pareil aux clients, j'ai demander de retourner le produit mais ça n'a pas marché je voudrais rentrer en contacte avec le vendeur pour avoir plus de détails.jumia doit rendre compte des produit qu'elle commercialise surtout les produits alimentaires car ça pourrais représenter un risque sanitaire important",Negative
1129,Pour les têtes moyennes,Neutre
759,"Très efficace 
Mais il faut faire attention aux mains et aux yeux.",Positive
636,ta7foun 3ale5er w ina7i les tâches,Positive
2851,Bas de qualité,Negative
304,"Trop Bon franchement, goût d'antan",Positive
367,Tres léger,Negative
2400,Transation rapide et tres gentil le livreur ..,Positive
1491,Assez cher mais nettoie bien pas besoin de rincer la vaisselle,Positive
2739,Rapport qualité prix c'est correcte,Positive
4127,parfait,Positive
814,J'ai commandé plusieurs fois cette article il était parfait mais la dernière commande reçue hier était une déception qualité médiocre l'élastique se déchire .. je ne recommande plus ce produit,Negative
3459,"Un coffret idéal pour cadeau. Très bonne qualité à petit prix.
Je recommande aussi la boutique, ils sont très sérieux et pro.",Positive
765,excellent produit,Positive
2341,"Qualité et finition supérieure , prix imbattable.",Positive
3864,Offre la teinture mais son odeur ne m'a pas plue,Neutre
216,qualite moyenne pas de fruit sec,Positive
2251,"Assez silencieux à petites vitesses, efficace en ventilation.
Reste à voir à long terme!",Positive
1407,Mon produit prefere au cours des saisons de covid 19,Positive
20,qualité médiocre,Negative
417,4 étoiles,Positive
3398,"Pas chère oui
Mais de n'importe quoi",Negative
1949,bonne qualité,Positive
1608,Odeur flop je l ai jetté,Negative
2786,Étagère solide facile à utiliser et à installer par tous...,Positive
4034,Ne ressemble à rien,Negative
3092,super merci beaucoup pour la livraison,Positive
2548,Bon produit,Positive
3132,Très fragile je recommende pas,Negative
2412,trop pratique pour les crêpes :),Positive
566,Très bon odeur mon favoris,Positive
3122,"Très satisfaite de l'achat, c'est vraiment trop large et on peut y mettre plusieurs vêtements, livraison très rapide, commande reçu le lendemain",Positive
1852,J'aime beaucoup,Positive
4482,Très légère et confortable,Positive
2657,Rapport qualité prix,Positive
1897,"Assez fin et petit. Les frais de transport élevé.
Article qualité/prix : mauvais",Negative
1077,bon produit,Positive
490,C une très bonne gamme,Positive
2083,"Il marche bien meilleur que Handy 50 de Kodak.
Notez bien que la batterie se monte dans le sense inversé.",Positive
364,Je recommande,Positive
993,Bon produit,Positive
198,Tres bonnes,Positive
4104,Très belles couleurs,Positive
157,Dommage que son prix a récemment été augmenté !,Positive
2455,Qualité moyenne,Neutre
1575,Très bonne qualité merci,Positive
3309,Je suis très satisfait merci,Positive
1163,livraison rapide + tres bon produit,Positive
675,"Ca lave bien et ca sent bon, j aime",Positive
921,très bonne qualité je recommande,Positive
1244,Je le conseille pour l'acheter,Positive
2841,"Ne conserve absolument pas la chaleur 
A éviter",Negative
1003,Il n y a pas de fer dans les masques,Negative
1512,"Pas mal, mais un peu cher a ce prix.",Positive
678,pour un dépannage,Neutre
1457,Bon qualité prix,Positive
1496,Comme d'habitude,Positive
2302,Pas mal l'horloge mais la pile ne tient pas bien',Negative
1380,Ne sont pas conforme au masque médical,Neutre
2045,Améliorer la qualité du tissus heureusement que je n'ai pas achter ce produit avec son prix réel,Negative
302,Bonne qualité,Positive
2927,La couleur le modèle et surtout la finition,Positive
681,Bon produit,Neutre
3480,Très bon produit,Positive
1924,Trop petite et s'est cassé en moins d'un mois d'utilisation,Negative
2598,produit très original,Positive
3741,J'adore Les couleurs .,Positive
1550,Si plus parfumé,Neutre
716,efficace et rassemble à mes attentes,Positive
4337,Pratique,Positive
2501,je suis très satisfaite de cet article un grand merci Jumia,Positive
280,"bon rapport prix/qualité 
mais le produit n'est pas au top",Positive
2461,Très pratique,Positive
3604,Hyper pratique ceci dit à utiliser avec modération car j’ai l’impression qu’elle agresse les cheveux,Positive
2476,"Produit conforme, efficasse et livraison rapide, merci bien !",Positive
571,"Top











Prix qualité conforme",Positive
380,"Très délicieux, trop satisfait. Merci.",Positive
2920,satisfaite,Positive
1933,"Les deux peignoirs de bain sont trop petits parce que vous offrez une taille standard. Heureusement, je les offerts à mes enfants.
Je ne conseille pas ceux qui ont une taille médium ou large de les acheter. Je conseille le producteur de diversifier sa production et offrir des peignoirs avec des tailles différentes : médium, Large, extra large, XXL etc... et plus longs que le produit offert.
La qualité du tissu est assez bonne.",Negative
2854,"Merci jumia, un meilleur service et des produits de très bonnes qualité",Positive
1663,Satisfaite,Positive
616,On peux mieux faire avec diversification des parfums,Neutre
1886,Mauvaise qualité,Negative
4440,Très bon parfum dommage qu'il faut utiliser plusieurs fois par jour et donc finit vite,Positive
3064,"Achetées pour la seconde fois, elles sont très pratiques et très solides et esthétiquement elles sont belles ! Je les ai beaucoup appréciées !",Positive
1227,Une bonne utilisation suffit.,Positive
1353,Bon produit très bon rapport qualité prix,Positive
3886,rapport qualite prix,Positive
1835,"Les couleurs sont incroyables, ça colle bien au mur, livré en deux jours seulement. Je conseille",Positive
4190,Mauvaise qualité,Negative
1625,Très bon odeur mon favoris,Positive
1640,Certains produits sont médiocres,Neutre
2402,Bonne qualité très pratique,Positive
4458,Dupe parfait,Positive
3013,Belle lumière d'ambiance!,Positive
3905,La livraison,Positive
3976,Bon rapport qualité prix !,Positive
2641,Très performant j'aime bien.,Positive
1713,"Produit très performant et super efficace contre les mauvaises odeurs axillaires. Dommage que le design de la boite ne soit pas à la hauteur du produit ! Mais pour ce prix très bon marché, c'est vraisemblablement trop demandé. Je recommende.",Positive
4123,Rapport qualité prix a verifier qualité médiocre,Negative
965,Le produit est excellent mais le prix est une arnaque. Ce même produit je l'ai eu d'un supermarché à 10 dinars et ce n'était même pas en promotion.,Negative
3487,Bon produit,Positive
256,Délicieux !!,Positive
1271,Desinfecte et l'odeur magnifique,Positive
2890,Manque quelque retouche,Neutre
327,Il sest cassé sur 2 apres 15 jour,Negative
932,Rapport qualité prix,Positive
161,qualité supérieure de capsule et de café ,Positive
3868,"Ne déplace pas ma bb crème comme d'autres farre a joue crème il est magnifique a lui tt seul ou peut être utilisé pour rehausser les farre a joue en poudre surtout ceux dont la couleur me plaît pas tant que ça ...il est très suptile modulable par contre il faut avoir une peau très clair si vous avez une peau foncé ou une peau claire avec des sous ton olive a chaud il vous plaira pas...
Merci pour le cadeau j'adore",Positive
1324,"Bons masques, épousent bien le visage, confortables à porter et efficaces.",Positive
2667,il chauffe très bien,Positive
3863,De l'eau colorée,Negative
2470,Satisfait,Positive
3791,Rien du tout,Negative
4175,Bon produit,Positive
3737,Salut tous le monde,Positive
877,"Les masques roses de la même marque étaient super, cette fois ci ils ne sont pas aussi bien. Et les masques bleus sont nulles! L'élastique s'est détaché avant même son utilisation et la qualité du masque (les couches) n'est pas bien.",Neutre
4413,Les cinq grands pinceaux sont presque identiques et même pour les cinq petits,Neutre
3345,"effets superbes de loin, de prés et au touché c'est pas terrible.",Positive
3455,Pratique,Positive
1984,Pas vraiment orthopédique,Neutre
3271,Ne colle pas bien,Negative
3163,Un défaut au niveau de la Porte,Negative
508,Moyen pas top,Positive
2493,Article conforme à la photo et la description. Bien emballé et delivré avant la date prévue. Un grand merci au livreur. Merci aussi au vendeur et à Jumia ????????????,Positive
2900,Elle est parfaite dans mon salon et apporte une touche sobre,Positive
2880,Eglo une valeur sure,Positive
2209,Bon rapport qualité prix,Positive
1097,Bon produit,Positive
2881,5 étoiles,Positive
1411,bon produit,Neutre
1999,Décorer  pas qualité nul,Negative
129,Délicat savoureux,Positive
4113,"J'aime la qualité, mais les couleurs ne sont pas vraiment nude.",Positive
169,Satisfait,Positive
1907,produit conforme à la photo,Neutre
2565,"article reçu déffecteux,avec un défaut électrique,tresss déçu car javais vraiment besoin",Negative
3058,"Pas facile a assembler, risque de ce faire cassé, mais une fois assemblée pas de problème, excellent produit et prix",Positive
3325,Produit très sensible et transparent,Negative
3430,Très pratique,Positive
2173,bon pouf,Positive
1829,"Le prix c très intéressant 
Il ya tous les couleurs et leurs nuances
Un bon achat 
Je le vous recommande ❤️",Positive
3669,noir clair,Negative
2101,trés pratique et éfficace,Positive
488,Bon produit par rapport au produit,Positive
2337,Qualite pas terrible et le verre est abîmé donc pas très satisfaite !,Neutre
4097,Bonne qualité,Positive
2468,Bon produit de qualité,Positive
3231,"Jumia un site de markiting bien dans sa peau , fidel à sa lientelle aussi transparent et penctuel.... merci malgré tout.",Positive
635,Concentré et très bonne qualité,Positive
1311,je recommande,Positive
3401,Sans faute,Positive
301,Parfait ! Merci !,Positive
4472,Je suis satisfaite ????,Positive
237,Flocons d'avoine,Positive
1784,se fonctionne correctement et livraison rapide,Positive
4454,Odeur douce,Positive
725,très satisfait,Positive
294,Priduit  et livreur excellents,Positive
3490,Bon produit,Positive
319,Délicieux !!,Positive
2187,"Peut être qu'il faut diminuer un peu de polystyrène, pour qu'il soit plus ergonomique.",Neutre
623,Produit du qualite avec prix super,Positive
2991,Qualité prix très raisonnable,Positive
2159,trés courte durée de vie,Negative
4480,c bon pour moi hhhh,Positive
654,Finish reste toujours une bonne qualité mais le prix n'est pas une affaire c'est le prix régulier,Positive
100,Je suis entièrement satisfait de ce produit de point de vue qualité et prix.,Positive
2800,"L'article correspond à la description, sauf que le bac de dessous n'est pas bien aligné (mais c'est pas trop gênant)",Positive
278,Très délicieux,Positive
4271,Il est bien mais à ne pas utiliser sur les zones sensibles,Positive
4235,"Bon produit, merci pour le cadeau",Positive
170,"C’est le café que j’attendais 
Bon goût",Positive
2907,Très beau design,Positive
2715,un rapport qualité prix et acceptable,Positive
47,Meilleur Eau en Tunisie,Positive
2605,Instable sur son socle,Neutre
856,C'est acceptable,Neutre
914,"L'emballage est défectueux.. Certaines boites ne sont pas fermées et ont été écrasées durant le transport. Les masques à l'intérieur n'étaient pas en sachet, non plus!

Les masque noirs ne sont pas entièrement noirs. La bande supérieure est blanche. L'aspect est médiocre.   

La qualité du tissu est douteuse et semble laisser à désirer quant l'efficacité de la filtration.",Negative
1045,"C'est un bon produit,  je le recommande",Positive
1468,Bon produit,Positive
2812,"Un peu cher mais c'est un bon produit.. je l'utilise deja depuis un an.
l'huile garde encore son gout",Positive
2075,"Tres pratique comme lampe à emporter dans la voiture ou dans le sac à  main et partout
Recharge facile",Positive
316,Délicieux,Positive
831,La rapidité de livraison et la qualité,Positive
715,"joli produit, j'aime",Positive
2755,"Pour ranger ses affaires, ça fait l'affaire.",Positive
1254,Bien et utile,Positive
1797,Il est impeccable,Positive
3513,Lissant mais ne répare pas les cheveux abîmés,Positive
2206,tres bonne finition,Positive
889,tres bien,Positive
370,Qualité médiocre ne mérite pas le prix payé,Negative
4182,trés utile.,Positive
4083,J’ai jeté le produit après première utilisation. Juste catastrophique.,Negative
330,Pas bien su tout,Negative
955,Qualité prix Top,Positive
3416,Finition pas terrible mais ça reste un bon rangement,Positive
2916,je suis tres satisfaite merci jumia,Positive
3918,Ne cache pas les imperfections et trop gras,Negative
1823,La colle ne résiste pas une semaine et le ruban sera décollé,Negative
1634,Le meilleur dégraissant que j'ai utilisé  bravoooo,Positive
434,"Bnin ou m3adel fi mil7ou, croquant",Positive
3232,Il remplit ses fonctions,Positive
530,livraison rapide et produit conforme à la description,Positive
1037,Top odeur durable,Positive
1374,C'est ok,Positive
891,Un bon produit,Positive
3314,Tout est parfait,Positive
583,Très bon produit et son odeur dure,Positive
1675,"L'odeur est une odeur de lessive comme les autres, forte à mon goût. Pas une odeur de fleurs blanches comme indiquée.",Neutre
2110,"Je suis désolé jumia
Le super lampe n'est pas boucoup de charge.",Neutre
2523,Qualité moyenne,Neutre
531,Le goût y est,Positive
549,Fait l'affaire !,Neutre
3758,Couleurs agréables et stable,Positive
3649,Produit très exotique! Je recommande.,Positive
2958,"Ne fonctionne pas bien
Charge ne dure pas longtemps
Quelques minutes puis s'éteint",Negative
868,"J'ai reçu des bavettes pour adulte plus large que ceux que j'ai acheté pour adulte.
Élastique normal, n'est pas conforme à la photo.",Negative
4270,ça prend du temps pour chauffer et Après  ca se refroidit rapidement.. la cire nest pas de bonne qualité ca colle trop mais ca n'enlève pas les poils correctement ...les papiers sont peu et pas de bonne qualité ..c'est pas efficace pour les poilus par rapport a la cire traditionnelle..par contre une solution rapide pour les moins poilus pour des petites zones.,Negative
1284,Retire de marché,Negative
3808,Les cils se collent l'un à l'autre et le résultat est très cheap.,Negative
482,"Facile et rapide mais surtt bon 
Pas trop sucré",Positive
1019,Qualité médiocre !,Negative
3530,Rien de particulier,Positive
2718,Bonne qualité et très pratique,Positive
471,c'est bon mais un peu fort en eucalyptus,Neutre
3855,Super par rapport qualité prix,Positive
2934,Satisfaite du produit,Positive
1074,Très satisfait,Positive
1554,Un produit très satisfaisant. Il est fortement conseillé à l'utiliser. Bon rapport qualité/prix .,Positive
2769,Bonne qualité,Positive
780,Bonne qualité,Positive
3053,trés vite cassé,Negative
1462,treé bonne odeur et je suis satisfaite :*,Positive
2757,Très pratique et bon rapport qualité prix,Positive
1362,j'aime ça,Positive
934,"C'est parfait,  comme d'habitude, merci !",Positive
2778,Pratique,Neutre
3850,"J'ai regardé sur des sites de review avant d'acheter. La note la plus basse était à 4,5 sur 5. Autrement ma fiancé en met dès qu'elle en a l'occasion.",Positive
3889,J’ai jeté le produit après première utilisation. Juste catastrophique.,Negative
1484,Rapport qualité/prix satifaisant.,Positive
1652,Excellent produit à recommander,Positive
1420,merci pour la commande,Positive
1383,parfait,Positive
3275,Bon produit,Positive
920,des bavettes pour enfants,Neutre
915,qualité moyenne,Negative
929,mauvais produit et mauvaise finition,Negative
2061,"La qualité est bonne mais la couette n'est pas très épaisse, je dirais que c'est pour des températures au-dessus de 15 degrés. En dessous il faut une couette plus chaude.",Neutre
2100,La batterie ne tient pas,Negative
3148,Pratique mais pas assez robuste.,Negative
673,Un produit très satisfaisant. Il est fortement conseillé à l'utiliser. Bon rapport qualité/prix .,Positive
2811,Bonne qualité,Positive
1182,Choisir de meilleures marques,Negative
708,Pour moi brosse de canapé est très bien,Positive
866,excellent produit,Positive
3467,Bon texture et odeur,Positive
3560,J'ai bien aimé ce produit mais insuffisant pour la quantité en tenant compte de prix,Positive
2853,qualité et tenue au chaud parfaites !!!,Positive
3243,Mauvaise qualité,Negative
2820,Il ne coupe le rouleau de plastique alimentaire.,Negative
4131,A couleur est top,Positive
43,Belle goût,Positive
4023,Mon coup de coeur ❤️❤️❤️,Positive
3438,bonne qualité pour le prix,Positive
2814,J'aime et je recommande cette citerne,Positive
3772,le produit est vraiment efficace,Positive
2384,bien pas tres lourde,Neutre
1848,"rapport qualité-prix, haja héyla barcha ^^ 
merci SQES",Positive
2079,"Grande modelle, prix est qualite juste",Positive
3107,Je recommande fortement,Positive
3718,j'aime,Positive
3068,"Un peu de difficultés lors du montage , pas trop solide mais rapport qualité/prix correct",Neutre
512,Très bon et goûteux :D,Positive
4109,Unpeu plus stylé pourquoi pas! Mais c’est pas mal,Positive
2761,J'adore ❤️ et je recommande vivement facile à déplacer sehla fe tarkibha en plus kbire mercii,Positive
3874,J’adore mahleh couleur❤️,Positive
761,Efficace mais attention à vos mains,Positive
1288,Vendeur sérieux produit conforme,Positive
4147,Je suis satisfaite,Positive
608,"un léger parfum qui ne dure pas , un  effet assouplissant,  mais pour la propreté du linge je note zéro .",Negative
3746,Rien à dire sur la texture et le velouté du produit. La boîte est fragile il faut la renforcer.,Positive
98,Pas top la qualité,Neutre
25,Bon produit,Neutre
1684,qualité minable,Negative
3019,sans support plastic gris publié dans la deuxieme image  mais excellent,Positive
3051,Bonne qualité de plastique. pliable et très utile .,Positive
2882,Très beau mais médiocre qualité,Neutre
1174,Bonne adaptation au visage sans projection de ka buée sur les lunettes .rapport qualité /prix plus intéressants que d autres plus chers,Positive
2190,excellent produit,Positive
1937,excellent produit,Positive
4155,De la bonne qualité,Positive
1570,Excellent produit particulièrement pour inox et alu,Positive
1768,Bonne qualité et très bon prix ! Je le conseille vivement !,Positive
176,pas mal,Positive
2399,Le prix bien sûr,Positive
3127,J’aime bien malgré que c’est un peu épais,Positive
2085,Qualité très efficace,Positive
819,Qualité garantie,Positive
2823,taille réelle de la barre n'est pas 80 cm,Neutre
1812,Bon produit avec autonomie très satisfaisante de 8 heures,Positive
3238,Qualité et rapidité de livraison,Positive
1150,Très bon produit,Positive
3753,Magnifique,Positive
603,Bon produit,Positive
1084,Livraison rapide,Positive
604,C est pas bon,Negative
1624,Par rapport qualité prix تنجح,Positive
1559,"livraison rapide et à temps, prix raisonable",Positive
1885,Article conforme et super pratique,Positive
3262,Tout fonctionne parfaitement,Positive
1387,bonne qualite,Positive
1650,Bonne odeur,Neutre
3862,"Un bon produit surtout en tant que fard à joué, pour les lèvres j'ai pas trop aimé",Positive
3859,"pas mal ,bourgeois est meilleur",Positive
1534,"Bon produit, bon rapport qualité/prix",Positive
1289,C'est pas la même qualité que autres fois,Neutre
3965,J'aime trop merci révolution,Positive
1827,"Rapport qualité-prix excellente.
Ce ruban led est de très bonne qualité ainsi la puissance lumineuse. ????",Positive
1115,Je le conseille,Positive
1798,Jolie et lumineux mais ne dure pas,Neutre
2804,Très bon produit,Positive
3712,pratique avec longue tenue,Positive
3620,"Excellent rapport qualité prix.
Elle rend les cheveux souples, lisses et brillants.",Positive
397,Tel que décrit,Positive
242,Prix très attractif !,Positive
3154,jolie couleur. mais un peu petite. de preference d'ajouter un 3 eme casier,Positive
784,Mieux que d'autres articles de ce type,Neutre
3958,J'aime ce produit,Positive
1853,Bonne qualité,Positive
3748,Les couleurs magnifiques,Positive
962,"Pour proteger contre virus faut 70 % alcool
Rien n indique ceci sur ce produit
Fonc c une fausse protection",Negative
68,Très bien emballé goût exquis !,Positive
3964,"il tient que 2 heures, max 3, pas du tout satisfaite",Negative
1549,Excellent produit et excellent service !!!,Positive
277,Bon produit,Positive
2099,Petit mais costaud,Positive
2279,je suis très content,Positive
4460,Un très bon produit et très intense et persiste,Positive
2593,conforme à la description sauf que elle fait un peu de bruit,Positive
3973,J’ai jeté le produit après première utilisation. Juste catastrophique.,Negative
816,Bon rapport qualité prix.,Positive
1243,"Lastique yet9ata3 fissa3 , mouch souple on diret 7bal",Negative
2754,Très déçue par ce produit. support très instable; ne supporte pas le poids.  Je vous le déconseille,Negative
3083,Le plastique n’est pas de bonne qualité en dirait un sac de congélation,Negative
2439,Produit correct,Positive
4098,Ma femme est ravi de la qualité et de la couleur,Positive
2796,Comme décrit,Positive
4453,Pas d’odeur,Negative
295,Bon rapport qualité prix,Positive
3266,"Non 

Magique",Positive
2161,merci pour la bonne qualité et la livraison dans le temps ....,Positive
1250,tres bien,Positive
2869,"
Comme sur la photo",Positive
3502,Merci pour les cadeaux,Positive
1858,"Super 
Bonne qualité",Positive
44,Eau minéral,Positive
1246,Qualité moyenne .. la solution n'est pas visqueuse,Neutre
2386,c'est bon,Positive
3473,a la premiere utilisation j ai eu des pellicles !!!!,Negative
1164,Bonne qualité,Positive
4035,Couleur et texture topp,Positive
3059,L'emballage et la quali sont top,Positive
3359,Pas le même qualité que celle sur photo.ce du papier pour couverture des cahiers et des livres.,Negative
2748,Je vous souhaite beaucoup de succès ????,Positive
3705,Haute qualité,Positive
1688,rapport qualité prix,Negative
1708,Exelent produit des dents blanches,Positive
3020,Ce que j.attendais,Positive
108,Pas top la qualité,Neutre
1239,"Article conforme à la description mais les bavettes ne sont pas conservées dans un emballage plastique, elles sont directement mises dans l'emballage en carton...",Positive
2131,Bonne Qualité,Positive
1524,bon produit,Positive
360,Bon goût,Positive
3184,Ça n'a rien avoir avec la photo et parlent plus de la finitions,Negative
3392,Bonne boites a outillages,Positive
3351,"Utilisation et fixation facile.
ça donne un bon effect 3D.
Je recommande vivement!",Positive
286,"Produit de grande qualité.
De plus il faudrait féliciter le service d'emballage qui fait un travail parfait.",Positive
1732,Très  cher,Negative
1336,C est un bon produit,Positive
2288,Pas de commentaire,Positive
3585,Pratique et pas très lourds à la main ???????? on peut choisir la degrés de chaleur ce qui est très bien pour les chevaux,Positive
917,moyen vu parfois l'élastique se déchire,Neutre
3282,Tres bon produit,Positive
1474,Produit du qualite avec prix super,Positive
1775,Bon mais ne se colle pas,Neutre
4253,"ce produit marche correctement , son prix pas très cher .
je le conseil .",Positive
344,Ne fait auccune chose,Negative
1132,très mauvaise qualité,Negative
351,Très délicieux,Positive
4102,Finalement je peut ranger proprement mon maquillage,Positive
1040,Semble fillabke en tant que anti sceptique (odeur de l alcool    ) mais asseche les mains plus que d autres gels .,Positive
4309,Produit correct,Positive
1730,bon produit,Neutre
786,Produit conforme au descriptif.,Positive
3106,il n'est pas robuste au contraire il est très instable!!!,Negative
3287,Satisfaisant,Positive
2065,"De justesse avec le matelas.
Habillage pas aussi fort.
La partie imperméable couvre seulement la face supérieure.
Les faces latérales sont avec un tissu transparent bon marché.",Neutre
3004,Magnifique!,Positive
980,Bon rapport qualité prix; bouchon pratique pour recharger un plus petit format mais pour l'odeur du jasmin on repassera,Positive
1406,Bon prix,Positive
2137,"Très classe en blanc sur un mur. Grande surface solaire, bonne luminosité le soir.",Positive
3851,C est concernât la qualité,Negative
3375,Il ne colle sur aucune surface produit parti direct à la poubelle,Negative
1592,Bonne odeur et qualité /prix c est raisonnable,Positive
1368,très bonne qualité,Positive
6,"Non conforme a ma commande, prix le double de ce qui est vendu en magansin (2.800 marqué sur l'emballage)",Negative
4447,Tous les produits,Positive
2867,Article conforme à la photo et la description. Bien emballé et delivré avant la date prévue. Un grand merci au livreur. Merci aussi au vendeur et à Jumia ????????????,Positive
3603,Lisse avec du volume j’adore,Positive
1231,un peu cher..,Positive
3065,"Extra les étagères ! J'adore ! Solides et grandes sur le plan formel, et jolies aussi !",Positive
4200,Rapport qualité-prix ça va,Positive
3109,Très bien,Positive
2588,C'est un tres bon profuit,Neutre
230,Bon produit,Positive
534,Très savoureux,Positive
660,Rapport qualité prix,Positive
3259,"La boîte est très petit,la pince de mauvaise qualité et l'autre équipements sont de moyenne qualité",Neutre
969,j'aime son odeur,Positive
4002,J'aime beaucoup sa texture et son effet Matt,Positive
1630,Bonne qualité. 2 sur 3 sont vraiment grands.,Positive
3095,Il aurait fallu plus grand car c est plus pour y ranger des élastiques à cheveux ou bavettes que du maquillage trop petit en diametre,Negative
4311,merci pour le service,Positive
3448,Une excellente Qualité,Positive
4003,Sa texture et sa couleur,Positive
3055,Oui la difficulté est liée au montage,Neutre
1208,bon produit de qualité,Positive
1361,"Bonne qualité, taille parfaite, prix correct",Positive
151,trés bon,Positive
4487,Waw et après le douche l'odeur reste des heures.,Positive
722,Bonne affaire,Positive
4203,produit de bonne qualité,Positive
2152,Bon rapport qualité prix,Positive
3376,Ne colle pas,Negative
3205,OK.bonne qualité,Positive
805,Dans les normes,Neutre
4340,Livraison rapide et produit top,Positive
1681,Bonne qualité,Positive
781,Rendre moins cher,Positive
1701,C'est bien emballé,Positive
2937,Excellent produit et fabuleux jeux de lumières.,Positive
3482,Pas tellement,Neutre
3270,super produit!!  très bonne adhésion !!!,Positive
2126,"Effet lumineux pas mal, mais le vendeur a envoyé 5 ampoules au lieu de 6 que j'avais commandé. Jumia a très bien géré le problème.",Positive
4412,Les 3 types nécessaire.,Positive
2310,"Achat intelligent pour ma maison, bonne qualité imperméable. J'en avais acheter un pour tester je vais en recommander",Positive
1177,Écourter les délais de livraison,Positive
1705,"Après1 mois d'utilisation, je peux dire que j'en suis
 satisfaite!",Positive
3429,Merci Jumia .. un bon produit .,Positive
2115,Bon produit,Neutre
418,Ces amandes n'ont rien d'extra,Neutre
3434,conforme à la description,Positive
1793,Excellent bon éclairage et belles couleurs,Positive
1488,Excellente qualité deproduit et prix imbattable,Positive
3796,Augmente le volumes des cils mais c difficile l enlever et c pas un waterproof.tu devient comme un panda,Neutre
4335,Satisfait faire l affaire,Positive
2351,un bon produit vu qualité/prix,Positive
3225,Pistolet mignon avec interrupteur en plus,Positive
1059,Je suis satisfaite,Positive
1935,Bon produit,Positive
3011,conforme aux descriptions,Positive
2420,Etat parfait ! Je recommande pour toutes les femmes.,Positive
3192,"Merci beaucoup j'ai adorer vos sticker 
la qualité est super 
très satisfaite",Positive
2499,Qualité top de chez top,Positive
800,L’élastique se détache avant même de porter le masque!,Negative
60,Produit authentique,Positive
1509,Bio bon pour le corp bravo,Positive
1888,Très pratique,Positive
657,Pack économique,Positive
2348,Qualité médiocre,Negative
1259,"bouge du devant , besoin d'un crochet!",Neutre
2695,Plain d'accessoires et puissante jusqu'à maintenant elle est impeccable,Positive
3672,"Il est vraiment flop , la qualité du pinceau est nulle",Negative
1551,"Avec sept dinars les 5L
Bon rapport qualité prix",Positive
447,"Ce que j'attendais est mieux que cela, Mais c'est acceptable pour son prix d la réduction",Neutre
3312,"J’ai commandé cet article auparavant et j’ai beaucoup aimé.
Cette fois-ci, le même article est plus jaunâtre (même si la description dit blanc), et on voit la différence entre les deux. En plus, il a l’air d’avoir été mal stocké: il s’est aplatit. Finalement, un des bords est très mal coupé , presque rongé (tous les bords étaient supposés être lisses, jamais coupés).",Neutre
2862,J'aime bien... produit conforme.,Positive
78,bon produit avec un gout spécial,Positive
3577,C pas chaud comme il faut,Negative
1124,"Vraiment déçu pour la première fois je trouve des bavettes de cette façon, zéro sur tout les points",Negative
1636,Dégraissant très efficace,Positive
3483,Je ne comprends pas,Negative
